pl_name,pl_letter,tic,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,ra,dec,sy_dist,sy_disterr1,sy_disterr2
Kepler-1805,b,120422519,0,8.84794044,,,0,0.0699,,,0,0.138,,,0,0,,,0,2454973.152,0.00242,-0.00242,0,,,,,,3867,77,-84,0,0.55,0.03,-0.03,0,285.0865387,40.8990506,221.639,1.2465,-1.2465
Kepler-1806,b,399954605,0,9.03332043,,,0,0.0813,,,0,0.21,,,0,0,,,0,2454970.17,0.0037,-0.0037,0,,,,,,5311,175,-159,0,0.79,0.13,-0.07,0,287.5349528,49.8016283,978.066,34.534,-32.293
Kepler-1807,b,159763602,0,10.86060047,,,0,0.0988,,,0,0.241,,,0,0,,,0,2454969.66,0.00301,-0.00301,0,,,,,,6455,175,-214,0,1.5,0.42,-0.42,0,291.5494119,44.5272788,1299.32,29.89,-29.89
Kepler-1808,b,121215333,0,23.3404007,,,0,0.1467,,,0,0.27,,,0,0,,,0,2454969.208,0.00328,-0.00328,0,,,,,,5530,165,-165,0,0.89,0.22,-0.15,0,287.2924737,39.3832039,1022.01,28.14,-26.691
Kepler-1809,b,122300177,0,3.7572999,,,0,0.0435,,,0,0.135,,,0,0,,,0,2454966.96,0.00141,-0.00141,0,,,,,,4901,78,-78,0,0.72,0.05,-0.02,0,290.2651662,40.5484937,409.602,3.3295,-3.3295
Kepler-181,b,27767452,0,3.137873,0.000013,-0.000013,0,0.04,,,0,0.113,0.055,-0.055,0,0,,,0,2454966.556,0.0024,-0.0024,0,,,,,,5333,200,-200,0,0.75,0.37,-0.37,0,296.1512831,50.0957806,609.283,7.946,-7.946
Kepler-181,c,27767452,0,4.302149,0.000008,-0.000008,0,0.049,,,0,0.178,0.087,-0.087,0,0,,,0,2455006.437,0.00102,-0.00102,0,,,,,,5333,200,-200,0,0.75,0.37,-0.37,0,296.1512831,50.0957806,609.283,7.946,-7.946
Kepler-1810,b,351057636,0,101.1330032,,,0,0.4137,,,0,0.35,,,0,0,,,0,2455043.183,0.00443,-0.00443,0,,,,,,5492,82,-74,0,1.02,0.13,-0.11,0,291.8129995,38.0880964,1009.87,29.455,-29.455
Kepler-1811,b,122294261,0,76.42230225,,,0,0.3462,,,0,0.343,,,0,0,,,0,2454997.484,0.0093,-0.0093,0,,,,,,5561,83,-75,0,1.19,0.18,-0.22,0,289.9793241,40.1427848,1390.56,53.53,-49.77
Kepler-1812,b,170346516,0,7.16521978,,,0,0.0765,,,0,0.207,,,0,0,,,0,2454965.97,0.00287,-0.00287,0,,,,,,6174,173,-260,0,1.1,0.36,-0.13,0,298.0845087,40.2832525,1409.19,59.26,-54.74
Kepler-1813,b,424864367,0,2.81816006,,,0,0.0364,,,0,0.126,,,0,0,,,0,2454965.251,0.00208,-0.00208,0,,,,,,5167,103,-103,0,0.79,0.05,-0.04,0,292.2399069,48.5115214,,,
Kepler-1814,b,399821831,0,2.93535996,,,0,0.0371,,,0,0.211,,,0,0,,,0,2454969.185,0.00139,-0.00139,0,,,,,,4922,169,-169,0,0.82,0.06,-0.09,0,285.2166767,41.2824449,726.346,15.267,-14.661
Kepler-1814,c,399821831,0,0.62628177,0.00000104,-0.00000104,0,0.0133,,,0,0.148,,,0,0,,,0,2454964.906,0.00151,-0.00151,0,,,,,,4922,169,-169,0,0.82,0.06,-0.09,0,285.2166767,41.2824449,726.346,15.267,-14.661
Kepler-1815,b,239273090,0,12.19139957,,,0,0.0984,,,0,0.245,,,0,0,,,0,2454969.336,0.0031,-0.0031,0,,,,,,5516,166,-166,0,0.97,0.26,-0.16,0,300.170472,43.9849048,1006.63,33.13,-31.11
Kepler-1816,b,27911400,0,91.50099945,,,0,0.3648,,,0,0.176,,,0,0,,,0,2454998.673,0.000602,-0.000602,0,,,,,,5051,111,-90,0,0.71,0.05,-0.03,0,296.8509823,50.6987736,437.823,3.599,-3.599
Kepler-1817,b,351804260,0,44.29919815,,,0,0.2348,,,0,0.203,,,0,0,,,0,2454974.279,0.00447,-0.00447,0,,,,,,5316,85,-74,0,0.92,0.07,-0.07,0,282.0333419,44.4779955,748.569,12.972,-12.545
Kepler-1818,b,120251654,0,4.64490986,,,0,0.055,,,0,0.153,,,0,0,,,0,2454969.027,0.00491,-0.00491,0,,,,,,6047,180,-180,0,1.13,0.34,-0.18,0,284.3284866,40.5688741,1034.59,22.75,-21.82
Kepler-1819,b,272596372,0,16.48690033,,,0,0.1337,,,0,0.348,,,0,0,,,0,2454972.203,0.00169,-0.00169,0,,,,,,6090,169,-232,0,1.07,0.29,-0.12,0,296.5600307,46.8574644,1363.19,52.74,-49
Kepler-182,b,267672183,0,9.825792,0.000062,-0.000062,0,0.096,,,0,0.23,0.105,-0.105,0,0,,,0,2454964.424,0.0038,-0.0038,0,,,,,,6250,200,-200,0,1.15,0.51,-0.51,0,289.8301128,50.5862025,1549.09,50.53,-50.53
Kepler-182,c,267672183,0,20.684342,0.000097,-0.000097,0,0.157,,,0,0.306,0.136,-0.136,0,0,,,0,2455003.188,0.00232,-0.00232,0,,,,,,6250,200,-200,0,1.15,0.51,-0.51,0,289.8301128,50.5862025,1549.09,50.53,-50.53
Kepler-1820,b,351189211,0,31.03249931,,,0,0.1964,,,0,0.278,,,0,0,,,0,2454985.269,0.00525,-0.00525,0,,,,,,5841,182,-223,0,0.93,0.26,-0.09,0,296.71274,48.2722828,1425.39,59.7,-55.15
Kepler-1821,b,27187386,0,16.45809937,,,0,0.1244,,,0,0.231,,,0,0,,,0,2454967.019,0.0026,-0.0026,0,,,,,,5475,73,-82,0,0.88,0.11,-0.04,0,294.5254573,49.872484,799.699,12.0365,-12.0365
Kepler-1822,b,169177842,0,22.13339996,,,0,0.1416,,,0,0.236,,,0,0,,,0,2454985.184,0.00385,-0.00385,0,,,,,,5165,153,-138,0,0.7,0.1,-0.05,0,297.2855,41.3055733,897.597,30.699,-28.766
Kepler-1823,b,164559875,0,21.10339928,,,0,0.1528,,,0,0.186,,,0,0,,,0,2454977.661,0.00261,-0.00261,0,,,,,,6000,108,-133,0,1.13,0.2,-0.11,0,283.754777,45.335125,724.971,8.524,-8.331
Kepler-1824,b,360023295,0,95.61100006,,,0,0.4267,,,0,0.212,,,0,0,,,0,2454971.357,0.00644,-0.00644,0,,,,,,6002,71,-89,0,1.08,0.17,-0.06,0,296.7071957,41.2036197,1040.1,26.41,-25.15
Kepler-1825,b,63282889,0,1.02586997,,,0,0.0187,,,0,0.127,,,0,0,,,0,2454964.656,0.00074,-0.00074,0,,,,,,5123,82,-82,0,0.85,0.04,-0.06,0,292.5140647,42.6517554,430.254,3.344,-3.344
Kepler-1826,b,26749051,0,1.61536002,,,0,0.0213,,,0,0.132,,,0,0,,,0,2454965.785,0.00121,-0.00121,0,,,,,,3821,76,-84,0,0.49,0.03,-0.05,0,292.7700072,48.8998469,336.952,3.1575,-3.1575
Kepler-1827,b,137555923,0,3.70061994,,,0,0.0455,,,0,0.166,,,0,0,,,0,2454966.161,0.00406,-0.00406,0,,,,,,5423,108,-97,0,1.4,0.21,-0.49,0,292.2525301,40.7927895,686.461,7.863,-7.863
Kepler-1828,b,137638020,0,10.2737999,,,0,0.0924,,,0,0.189,,,0,0,,,0,2454967.659,0.00489,-0.00489,0,,,,,,5806,69,-87,0,0.9,0.08,-0.05,0,292.4275963,37.3207616,871.81,17.8935,-17.8935
Kepler-1829,b,299028577,0,5.18671989,,,0,0.0559,,,0,0.221,,,0,0,,,0,2454967.995,0.0012,-0.0012,0,,,,,,5230,158,-158,0,0.78,0.12,-0.06,0,288.664484,51.4983798,679.921,9.734,-9.467
Kepler-183,b,138214374,0,5.687945,0.00002,-0.00002,0,0.064,,,0,0.184,0.079,-0.079,0,0,,,0,2454966.956,0.00211,-0.00211,0,,,,,,5888,200,-200,0,0.96,0.41,-0.41,0,293.5308112,39.3159329,1050.64,27.69,-27.69
Kepler-183,c,138214374,0,11.637071,0.000055,-0.000055,0,0.103,,,0,0.203,0.087,-0.087,0,0,,,0,2455011.843,0.00236,-0.00236,0,,,,,,5888,200,-200,0,0.96,0.41,-0.41,0,293.5308112,39.3159329,1050.64,27.69,-27.69
Kepler-1830,b,138968107,0,56.49330139,,,0,0.3259,,,0,0.297,,,0,0,,,0,2454976.992,0.00431,-0.00431,0,,,,,,6160,123,-123,0,2.05,0.35,-0.53,0,295.1390408,40.9790527,1056.88,19.185,-19.185
Kepler-1831,b,27456723,0,5.78387022,,,0,0.0655,,,0,0.176,,,0,0,,,0,2454968.58,0.00196,-0.00196,0,,,,,,6063,181,-217,0,1.01,0.3,-0.1,0,295.3024604,49.5890456,1053.49,20.97,-20.19
Kepler-1832,b,269263219,0,3.13878989,,,0,0.037,,,0,0.109,,,0,0,,,0,2454966.655,0.00337,-0.00337,0,,,,,,5242,157,-157,0,0.72,0.1,-0.08,0,299.8517779,43.7320611,486.174,5.3715,-5.3715
Kepler-1833,b,159520040,0,6.8921299,,,0,0.0771,,,0,0.116,,,0,0,,,0,2454964.635,0.00316,-0.00316,0,,,,,,6164,110,-135,0,1.45,0.25,-0.2,0,290.8714239,45.4102813,591.602,7.583,-7.396
Kepler-1834,b,378087161,0,4.60301018,,,0,0.0496,,,0,0.13,,,0,0,,,0,2454966.223,0.00287,-0.00287,0,,,,,,4821,76,-76,0,0.79,0.03,-0.05,0,294.6646789,39.7838461,500.395,8.326,-8.063
Kepler-1834,c,378087161,0,0.76669152,0.00000127,-0.00000127,0,0.015,,,0,0.13,,,0,0,,,0,2454965.197,0.00138,-0.00138,0,,,,,,4821,76,-76,0,0.79,0.03,-0.05,0,294.6646789,39.7838461,500.395,8.326,-8.063
Kepler-1835,b,351799800,0,11.96409988,,,0,0.0997,,,0,0.315,,,0,0,,,0,2454966.158,0.00512,-0.00512,0,,,,,,5903,158,-175,0,0.96,0.28,-0.14,0,280.3148152,43.9856885,1404.38,54.7,-50.82
Kepler-1836,b,137556026,0,5.25416994,,,0,0.0602,,,0,0.228,,,0,0,,,0,2454966.73,0.00335,-0.00335,0,,,,,,6123,190,-232,0,0.99,0.32,-0.11,0,292.3150933,40.8387799,1472.62,71.77,-65.5
Kepler-1837,b,158665571,0,5.90608978,,,0,0.065,,,0,0.184,,,0,0,,,0,2454964.558,0.00455,-0.00455,0,,,,,,5966,186,-207,0,0.96,0.3,-0.1,0,288.2076012,45.6834463,1229.18,48.31,-44.85
Kepler-1838,b,171585303,0,12.14680004,,,0,0.1096,,,0,0.148,,,0,0,,,0,2454964.548,0.00555,-0.00555,0,,,,,,5877,116,-116,0,1.96,0.27,-0.51,0,298.9917165,40.14226,451.242,4.866,-4.765
Kepler-1839,b,27082730,0,5.05675983,,,0,0.0583,,,0,0.174,,,0,0,,,0,2454967.396,0.00446,-0.00446,0,,,,,,5926,176,-211,0,0.94,0.28,-0.09,0,294.2244432,50.0755761,1136.6,24.98,-23.95
Kepler-184,b,63119782,0,10.687576,0.000025,-0.000025,0,0.092,,,0,0.211,0.119,-0.119,0,0,,,0,2455002.932,0.0012,-0.0012,0,,,,,,5788,200,-200,0,0.87,0.49,-0.49,0,291.9518784,43.0746172,610.326,6.0115,-6.0115
Kepler-184,c,63119782,0,20.303005,0.000087,-0.000087,0,0.141,,,0,0.176,0.099,-0.099,0,0,,,0,2455009.802,0.00234,-0.00234,0,,,,,,5788,200,-200,0,0.87,0.49,-0.49,0,291.9518784,43.0746172,610.326,6.0115,-6.0115
Kepler-184,d,63119782,0,29.022358,0.000176,-0.000176,0,0.179,,,0,0.222,0.126,-0.126,0,0,,,0,2455031.368,0.00309,-0.00309,0,,,,,,5788,200,-200,0,0.87,0.49,-0.49,0,291.9518784,43.0746172,610.326,6.0115,-6.0115
Kepler-1840,b,171090560,0,131.1900024,,,0,0.4644,,,0,0.248,,,0,0,,,0,2455005.392,0.00729,-0.00729,0,,,,,,4898,78,-88,0,0.8,0.03,-0.06,0,298.5948803,41.4359643,513.107,6.7205,-6.7205
Kepler-1841,b,121329580,0,25.88599968,,,0,0.1606,,,0,0.133,,,0,0,,,0,2454990.038,0.00696,-0.00696,0,,,,,,5190,85,-77,0,0.9,0.05,-0.08,0,287.7069031,40.6852161,631.7,7.422,-7.255
Kepler-1842,b,158216580,0,14.02639961,,,0,0.116,,,0,0.21,,,0,0,,,0,2454968.175,0.00231,-0.00231,0,,,,,,5970,184,-205,0,1.13,0.34,-0.18,0,286.2516039,42.3784353,923.551,19.233,-18.478
Kepler-1843,b,137900524,0,25.54339981,,,0,0.171,,,0,0.242,,,0,0,,,0,2454973.587,0.00709,-0.00709,0,,,,,,5422,119,-98,0,1.78,0.34,-0.34,0,292.8852302,41.279169,784.625,14.023,-14.023
Kepler-1844,b,137817056,0,3.92451,,,0,0.0478,,,0,0.271,,,0,0,,,0,2454965.402,0.00398,-0.00398,0,,,,,,5776,181,-201,0,0.85,0.21,-0.07,0,292.6903973,37.9345682,1804.36,133.03,-116.21
Kepler-1845,b,137892408,0,11.60649967,,,0,0.0885,,,0,0.218,,,0,0,,,0,2454967.415,0.00352,-0.00352,0,,,,,,4703,74,-84,0,0.7,0.03,-0.04,0,292.9016226,38.297032,710.724,17.045,-17.045
Kepler-1846,b,271044777,0,14.82009983,,,0,0.1089,,,0,0.157,,,0,0,,,0,2454966.399,0.00538,-0.00538,0,,,,,,4825,96,-96,0,0.73,0.04,-0.03,0,294.3909489,44.7629523,374.615,2.4155,-2.4155
Kepler-1847,b,272490211,0,11.12969971,,,0,0.0989,,,0,0.245,,,0,0,,,0,2454971.574,0.00516,-0.00516,0,,,,,,6122,190,-232,0,0.96,0.31,-0.1,0,296.6014013,44.3252289,1693.86,128.57,-111.91
Kepler-1848,b,268712158,0,5.60402012,,,0,0.0563,,,0,0.126,,,0,0,,,0,2454966.825,0.00175,-0.00175,0,,,,,,4847,97,-97,0,0.74,0.04,-0.04,0,299.3814921,45.5920846,309.696,1.518,-1.504
Kepler-1849,b,399821807,0,57.29290009,,,0,0.2597,,,0,0.213,,,0,0,,,0,2454979.231,0.00626,-0.00626,0,,,,,,4806,144,-129,0,0.73,0.05,-0.07,0,285.29193,41.2557275,631.884,11.752,-11.337
Kepler-185,b,123490444,0,1.6329,0.000005,-0.000005,0,0.026,,,0,0.104,0.06,-0.06,0,0,,,0,2454967.548,0.00189,-0.00189,0,,,,,,5208,200,-200,0,0.81,0.46,-0.46,0,282.4681674,43.8899464,466.735,4.744,-4.652
Kepler-185,c,123490444,0,20.729042,0.000097,-0.000097,0,0.139,,,0,0.18,0.104,-0.104,0,0,,,0,2455018.436,0.00293,-0.00293,0,,,,,,5208,200,-200,0,0.81,0.46,-0.46,0,282.4681674,43.8899464,466.735,4.744,-4.652
Kepler-1850,b,158389981,0,1.3858,,,0,0.0206,,,0,0.065,,,0,0,,,0,2454968.489,0.0027,-0.0027,0,,,,,,4239,84,-84,0,0.6,0.03,-0.03,0,287.1428295,43.6161177,250.199,1.333,-1.319
Kepler-1851,b,352013607,0,12.02289963,,,0,0.1016,,,0,0.348,,,0,0,,,0,2454969.207,0.0021,-0.0021,0,,,,,,5982,167,-188,0,0.88,0.26,-0.09,0,285.6737597,45.6398375,1589.81,75.41,-69
Kepler-1852,b,121465404,0,7.97094011,,,0,0.0762,,,0,0.168,,,0,0,,,0,2454967.051,0.00232,-0.00232,0,,,,,,5237,157,-157,0,0.83,0.12,-0.06,0,288.0297157,40.3441934,772.481,15.693,-15.091
Kepler-1853,b,164784178,0,48.88819885,,,0,0.2395,,,0,0.135,,,0,0,,,0,2454986.812,0.0077,-0.0077,0,,,,,,4821,76,-76,0,0.79,0.03,-0.05,0,284.7478834,46.3735415,562.348,8.673,-8.418
Kepler-1854,b,120825566,0,39.83110046,,,0,0.2119,,,0,0.231,,,0,0,,,0,2454988.641,0.00474,-0.00474,0,,,,,,5026,100,-100,0,0.76,0.05,-0.03,0,286.28593,37.3869915,423.348,,
Kepler-1855,b,237189544,0,0.72733098,,,0,0.0115,,,0,0.109,,,0,0,,,0,2454965.371,0.00147,-0.00147,0,,,,,,3460,69,-83,0,0.36,0.06,-0.06,0,283.4018628,41.5161554,,,
Kepler-1856,b,27687265,0,1.30200005,,,0,0.0215,,,0,0.155,,,0,0,,,0,2454964.936,0.00202,-0.00202,0,,,,,,4948,79,-79,0,0.82,0.03,-0.05,0,295.9091695,51.3478777,848.76,24.092,-22.821
Kepler-1857,b,184556217,0,8.94340992,,,0,0.0807,,,0,0.175,,,0,0,,,0,2454970.299,0.00398,-0.00398,0,,,,,,6074,181,-181,0,1.01,0.27,-0.18,0,296.4557129,39.598537,853.275,17.349,-16.683
Kepler-1858,b,63205796,0,88.07160187,,,0,0.3575,,,0,0.216,,,0,0,,,0,2455047.517,0.00703,-0.00703,0,,,,,,4939,79,-79,0,0.82,0.03,-0.06,0,292.3074315,46.626579,833.055,24.544,-24.544
Kepler-1859,b,270790094,0,2.72959995,,,0,0.0394,,,0,0.141,,,0,0,,,0,2454966.287,0.00379,-0.00379,0,,,,,,5887,70,-79,0,1.24,0.21,-0.18,0,293.9886751,46.7179996,1331.25,43.265,-43.265
Kepler-1859,c,270790094,0,3.59645081,0.00003644,-0.00003644,0,0.0473,,,0,0.153,,,0,0,,,0,2454965.772,0.00761,-0.00761,0,,,,,,5887,70,-79,0,1.24,0.21,-0.18,0,293.9886751,46.7179996,1331.25,43.265,-43.265
Kepler-186,b,268159861,0,3.8867907,0.0000062,-0.0000063,0,0.0343,0.0046,-0.0046,0,0.095,0.011,-0.011,0,0,,,0,2454966.33,0.0013,-0.0013,0,,,,,M1,3788,54,-54,0,0.47,0.05,-0.05,0,298.652736,43.9549884,177.594,0.774,-0.774
Kepler-186,c,268159861,0,7.267302,0.000012,-0.000011,0,0.0451,0.007,-0.007,0,0.112,0.012,-0.012,0,0,,,0,2455007.314,0.0012,-0.0013,0,,,,,M1,3788,54,-54,0,0.47,0.05,-0.05,0,298.652736,43.9549884,177.594,0.774,-0.774
Kepler-186,d,268159861,0,13.342996,0.000025,-0.000024,0,0.0781,0.01,-0.01,0,0.125,0.014,-0.014,0,0,,,0,2455009.905,0.0014,-0.0015,0,,,,,M1,3788,54,-54,0,0.47,0.05,-0.05,0,298.652736,43.9549884,177.594,0.774,-0.774
Kepler-186,e,268159861,0,22.407704,0.000074,-0.000072,0,0.11,0.015,-0.015,0,0.113,0.013,-0.012,0,0,,,0,2454986.801,0.0024,-0.0024,0,,,,,M1,3788,54,-54,0,0.47,0.05,-0.05,0,298.652736,43.9549884,177.594,0.774,-0.774
Kepler-186,f,268159861,1,129.9441,0.0013,-0.0012,0,0.432,0.171,-0.053,0,0.104,0.007,-0.007,0,0.04,0.07,-0.04,-1,2455789.494,0.0036,-0.0041,0,,,,,M1,3755,90,-90,0,0.52,0.02,-0.02,0,298.652736,43.9549884,177.594,0.774,-0.774
Kepler-1860,b,27082724,0,12.73719978,,,0,0.1021,,,0,0.102,,,0,0,,,0,2454969.016,0.00676,-0.00676,0,,,,,,5420,108,-97,0,0.87,0.09,-0.05,0,294.3508497,50.0809627,438.703,2.628,-2.597
Kepler-1861,b,27649489,0,40.0306015,,,0,0.2408,,,0,0.197,,,0,0,,,0,2454981.849,0.00665,-0.00665,0,,,,,,5855,104,-116,0,1.37,0.24,-0.26,0,295.8465148,49.9361586,829.985,12.3095,-12.3095
Kepler-1862,b,27913951,0,16.05730057,,,0,0.1199,,,0,0.197,,,0,0,,,0,2454965.394,0.005,-0.005,0,,,,,,5644,152,-152,0,0.81,0.18,-0.06,0,296.7533555,49.3780726,1232.19,48,-44.59
Kepler-1863,b,123416041,0,44.99760056,,,0,0.2555,,,0,0.202,,,0,0,,,0,2454993.23,0.0101,-0.0101,0,,,,,,5871,70,-88,0,0.98,0.14,-0.05,0,282.2397185,43.2440854,865.546,11.6365,-11.6365
Kepler-1864,b,394172692,0,3.88151002,,,0,0.0488,,,0,0.067,,,0,0,,,0,2454968.118,0.0026,-0.0026,0,,,,,,5854,105,-128,0,0.98,0.15,-0.06,0,289.6867653,41.5889178,298.894,1.854,-1.831
Kepler-1865,b,138431036,0,2.52400994,,,0,0.0344,,,0,0.141,,,0,0,,,0,2454966.859,0.00221,-0.00221,0,,,,,,5420,177,-161,0,0.87,0.18,-0.1,0,293.941238,41.5904136,922.255,27.387,-25.877
Kepler-1866,b,158213683,0,11.66009998,,,0,0.1016,,,0,0.186,,,0,0,,,0,2454973.625,0.00696,-0.00696,0,,,,,,5791,78,-86,0,1.08,0.17,-0.1,0,286.2246453,44.6544869,976.737,18.317,-17.666
Kepler-1867,b,271348323,0,9.88735962,,,0,0.0872,,,0,0.103,,,0,0,,,0,2454972.528,0.00695,-0.00695,0,,,,,,5693,136,-153,0,0.82,0.21,-0.07,0,294.9971007,43.4358698,680.583,7.096,-6.954
Kepler-1868,b,275571117,0,211.0339966,,,0,0.6266,,,0,0.281,,,0,0,,,0,2455112.129,0.0021,-0.0021,0,,,,,,4658,93,-93,0,0.69,0.04,-0.03,0,293.2983733,43.5558025,274.18,0.9505,-0.9505
Kepler-1869,b,63368895,0,8.16736031,,,0,0.0791,,,0,0.1,,,0,0,,,0,2454969.203,0.00153,-0.00153,0,,,,,,5808,105,-128,0,0.9,0.14,-0.05,0,292.6149958,42.7643438,113.025,0.291,-0.291
Kepler-1869,c,63368895,0,1.7168283,0.00000941,-0.00000941,0,0.028,,,0,0.074,,,0,0,,,0,2454965.032,0.00439,-0.00439,0,,,,,,5808,105,-128,0,0.9,0.14,-0.05,0,292.6149958,42.7643438,113.025,0.291,-0.291
Kepler-187,b,269264648,0,4.938864,0.000058,-0.000058,0,0.059,,,0,0.126,0.025,-0.025,0,0,,,0,2454968.952,0.00746,-0.00746,0,,,,,,6105,129,-129,0,1.29,0.25,-0.25,0,299.7964955,44.0892448,1143,33.31,-31.51
Kepler-187,c,269264648,0,10.640263,0.000048,-0.000048,0,0.099,,,0,0.238,0.046,-0.046,0,0,,,0,2455012.774,0.00237,-0.00237,0,,,,,,6105,129,-129,0,1.29,0.25,-0.25,0,299.7964955,44.0892448,1143,33.31,-31.51
Kepler-1870,b,138433618,0,3.60694003,,,0,0.0453,,,0,0.187,,,0,0,,,0,2454956.953,0.000608,-0.000608,0,,,,,,5508,99,-110,0,0.84,0.11,-0.03,0,293.9335076,40.590704,407.216,2.752,-2.716
Kepler-1871,b,137634508,0,1.95270002,,,0,0.0308,,,0,0.216,,,0,0,,,0,2454966.161,0.000956,-0.000956,0,,,,,,5741,154,-188,0,0.95,0.28,-0.09,0,292.4275044,38.4728824,854.623,16.7485,-16.7485
Kepler-1872,b,123230993,0,3.82591009,,,0,0.0465,,,0,0.213,,,0,0,,,0,2454965.199,0.00248,-0.00248,0,,,,,,5223,183,-183,0,0.89,0.15,-0.08,0,281.0491988,43.3225996,840.182,22.353,-21.244
Kepler-1873,b,271164726,0,0.558842,,,0,0.0128,,,0,0.145,,,0,0,,,0,2454964.58,0.00098,-0.00098,0,,,,,,5151,154,-138,0,0.79,0.11,-0.05,0,294.596557,46.0483705,820.957,26.2335,-26.2335
Kepler-1874,b,158219569,0,56.57320023,,,0,0.2633,,,0,0.197,,,0,0,,,0,2454979.58,0.00482,-0.00482,0,,,,,,4701,74,-84,0,0.78,0.02,-0.04,0,286.3718158,43.692081,408.007,,
Kepler-1875,b,27912377,0,34.45859909,,,0,0.2039,,,0,0.288,,,0,0,,,0,2454980.829,0.00494,-0.00494,0,,,,,,6161,166,-203,0,0.86,0.24,-0.08,0,296.7727406,50.1883667,1660.45,140.93,-120.86
Kepler-1876,b,171883078,0,6.99205,0.000038,-0.000038,0,0.0758,0.0019,-0.0019,0,0.076,0.003,-0.002,0,0.098,,,1,2454971.051,0.005,-0.005,0,,,,,,6104,57,-57,0,1.48,0.02,-0.02,0,299.1604859,41.1437964,259.935,1.797,-1.773
Kepler-1877,b,271355270,0,2.37756991,,,0,0.0351,,,0,0.056,,,0,0,,,0,2454966.398,0.0025,-0.0025,0,,,,,,5615,101,-123,0,0.94,0.13,-0.05,0,294.866924,46.7904816,285.312,1.865,-1.841
Kepler-1878,b,184998205,0,4.44587994,,,0,0.0521,,,0,0.261,,,0,0,,,0,2454964.743,0.00375,-0.00375,0,,,,,,5918,187,-208,0,0.86,0.26,-0.09,0,300.7324154,44.1070231,1494.3,57.8,-53.71
Kepler-1879,b,121944984,0,10.61340046,,,0,0.0953,,,0,0.184,,,0,0,,,0,2454968.69,0.00193,-0.00193,0,,,,,,5865,117,-105,0,1.39,0.23,-0.28,0,289.3644209,41.5332589,627.171,8.988,-8.741
Kepler-188,b,123235018,0,2.061897,0.00001,-0.00001,0,0.032,,,0,0.15,0.068,-0.068,0,0,,,0,2454966.199,0.0027,-0.0027,0,,,,,,6021,200,-200,0,1.14,0.51,-0.51,0,281.2797173,44.3154743,968.544,22.38,-21.409
Kepler-188,c,123235018,0,5.996553,0.000015,-0.000015,0,0.066,,,0,0.285,0.129,-0.129,0,0,,,0,2455005.503,0.00146,-0.00146,0,,,,,,6021,200,-200,0,1.14,0.51,-0.51,0,281.2797173,44.3154743,968.544,22.38,-21.409
Kepler-1880,b,121333305,0,6.30921984,,,0,0.054,,,0,0.189,,,0,0,,,0,2454966.994,0.0022,-0.0022,0,,,,,,4380,130,-143,0,0.53,0.04,-0.05,0,287.8264561,40.6965988,611.041,12.203,-11.743
Kepler-1881,b,270615772,0,159.3939972,,,0,0.5368,,,0,0.266,,,0,0,,,0,2455059.931,0.0109,-0.0109,0,,,,,,5135,84,-77,0,0.87,0.04,-0.08,0,293.6393065,44.9825447,1057.21,40.825,-40.825
Kepler-1882,b,159449495,0,13.78730011,,,0,0.1151,,,0,0.133,,,0,0,,,0,2454977.776,0.0051,-0.0051,0,,,,,,5691,77,-77,0,1.46,0.27,-0.38,0,290.6640856,43.4997866,443.371,4.273,-4.194
Kepler-1883,b,63121790,0,103.427002,,,0,0.4438,,,0,0.29,,,0,0,,,0,2455053.229,0.00761,-0.00761,0,,,,,,6208,194,-259,0,1.02,0.31,-0.13,0,291.922557,42.002522,1377.61,70.81,-64.32
Kepler-1884,b,272707494,0,8.98832035,,,0,0.0845,,,0,0.162,,,0,0,,,0,2454971.837,0.00717,-0.00717,0,,,,,,5984,188,-188,0,0.91,0.28,-0.09,0,296.7463986,43.0454207,1443.09,54.04,-50.34
Kepler-1885,b,158839043,0,2.52255988,,,0,0.036,,,0,0.135,,,0,0,,,0,2454964.645,0.00222,-0.00222,0,,,,,,5591,150,-166,0,0.86,0.22,-0.07,0,288.7507112,47.4909206,818.482,14.945,-14.429
Kepler-1886,b,184417747,0,24.2758007,,,0,0.16,,,0,0.23,,,0,0,,,0,2454985.431,0.00897,-0.00897,0,,,,,,5745,181,-201,0,0.84,0.21,-0.07,0,296.2645118,39.4059745,1059.51,39.72,-37
Kepler-1887,b,158844032,0,19.94750023,,,0,0.1421,,,0,0.261,,,0,0,,,0,2454977.247,0.00351,-0.00351,0,,,,,,5749,153,-170,0,0.86,0.19,-0.07,0,288.9555263,44.705707,1366.18,78.15,-70.28
