pl_name,pl_letter,tic,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,ra,dec,sy_dist,sy_disterr1,sy_disterr2
Kepler-1721,b,164527535,0,4.59238005,,,0,0.0519,,,0,0.278,,,0,0,,,0,2455005.005,0.000523,-0.000523,0,,,,,,5351,159,-159,0,0.8,0.14,-0.06,0,283.5441984,45.2256548,641.374,8.303001,-8.097
Kepler-1722,b,360023124,0,9.17856979,,,0,0.0819,,,0,0.256,,,0,0,,,0,2455006.088,0.00118,-0.00118,0,,,,,,5506,166,-166,0,0.79,0.18,-0.07,0,296.6627402,41.2611985,772.283,15.164,-14.601
Kepler-1723,b,271040560,0,39.75289917,,,0,0.2249,,,0,0.257,,,0,0,,,0,2455008.462,0.0023,-0.0023,0,,,,,,6072,182,-182,0,1.01,0.31,-0.13,0,294.4627362,46.8214022,811.278,10.6695,-10.6695
Kepler-1724,b,27771842,0,6.45442009,,,0,0.0683,,,0,0.253,,,0,0,,,0,2455006.215,0.00146,-0.00146,0,,,,,,6092,181,-200,0,0.94,0.29,-0.1,0,296.1207272,47.9214736,1060.77,24.7,-23.62
Kepler-1725,b,377908774,0,16.71990013,,,0,0.1302,,,0,0.251,,,0,0,,,0,2455004.401,0.00112,-0.00112,0,,,,,,6020,108,-133,0,1.08,0.18,-0.1,0,294.3735518,40.1946345,558.652,5.528,-5.423
Kepler-1726,b,164721250,0,18.39629936,,,0,0.1306,,,0,0.224,,,0,0,,,0,2455018.14,0.001,-0.001,0,,,,,,5316,106,-106,0,0.8,0.08,-0.04,0,284.3861498,45.7197342,390.552,2.066,-2.045
Kepler-1727,b,122376998,0,9.02929974,,,0,0.0796,,,0,0.283,,,0,0,,,0,2455010.204,0.00142,-0.00142,0,,,,,,5349,167,-167,0,0.82,0.14,-0.08,0,290.3336142,38.7282722,894.187,22.378,-22.378
Kepler-1728,b,121085785,0,4.78299999,,,0,0.0535,,,0,0.264,,,0,0,,,0,2455003.508,0.000911,-0.000911,0,,,,,,5170,155,-155,0,0.81,0.11,-0.06,0,287.0940046,39.0607801,651.783,9.611,-9.341
Kepler-1729,b,272708868,0,4.22097015,,,0,0.0418,,,0,0.347,,,0,0,,,0,2455003.622,0.000483,-0.000483,0,,,,,,3837,481,-259,0,0.52,0.11,-0.11,0,296.6939428,42.6261145,576.181,12.447,-11.94
Kepler-173,b,378160351,0,4.263742,0.000021,-0.000021,0,0.048,,,0,0.115,0.057,-0.057,0,0,,,0,2454966.72,0.00283,-0.00283,0,,,,,,6031,200,-200,0,0.95,0.47,-0.47,0,294.6466171,41.8840952,833.165,14.828,-14.828
Kepler-173,c,378160351,0,8.005777,0.000015,-0.000015,0,0.074,,,0,0.217,0.108,-0.108,0,0,,,0,2455003.503,0.00116,-0.00116,0,,,,,,6031,200,-200,0,0.95,0.47,-0.47,0,294.6466171,41.8840952,833.165,14.828,-14.828
Kepler-1730,b,351803524,0,13.81019974,,,0,0.1131,,,0,0.4,,,0,0,,,0,2454977.716,0.001707,-0.001707,0,,,,,,5942,176,-193,0,1.14,0.33,-0.22,0,281.9605834,43.7030386,1427.08,61.5,-56.72
Kepler-1731,b,137099260,0,21.76129913,,,0,0.1401,,,0,0.262,,,0,0,,,0,2454999.541,0.00041,-0.00041,0,,,,,,4859,97,-97,0,0.72,0.05,-0.03,0,291.2544229,36.7434302,169.948,0.641,-0.636
Kepler-1732,b,137547023,0,32.31240082,,,0,0.2015,,,0,0.366,,,0,0,,,0,2454966.863,0.00448,-0.00448,0,,,,,,5821,79,-79,0,1.49,0.24,-0.33,0,292.2910129,37.5807686,1289.41,41.95,-41.95
Kepler-1733,b,122781795,0,9.22957993,,,0,0.0933,,,0,0.324,,,0,0,,,0,2454971.44,0.00422,-0.00422,0,,,,,,6320,75,-88,0,1.25,0.21,-0.09,0,291.1384628,37.8592447,2080.51,135.38,-135.38
Kepler-1734,b,138636741,0,6.7968502,,,0,0.0714,,,0,0.276,,,0,0,,,0,2454971.113,0.00297,-0.00297,0,,,,,,6061,180,-198,0,0.97,0.3,-0.1,0,294.163167,41.4517316,1482.83,54.585,-54.585
Kepler-1735,b,123206821,0,7.71792984,,,0,0.0621,,,0,0.107,,,0,0,,,0,2454972.154,0.00433,-0.00433,0,,,,,,3975,71,-87,0,0.51,0.04,-0.04,0,281.0503476,47.1882005,245.303,1.508,-1.508
Kepler-1736,b,394179552,0,37.81029892,,,0,0.2188,,,0,0.346,,,0,0,,,0,2454991.358,0.00479,-0.00479,0,,,,,,6085,182,-200,0,0.97,0.3,-0.12,0,289.7766991,38.2622374,1430,51.57,-51.57
Kepler-1737,b,272842268,0,64.61750031,,,0,0.297,,,0,0.481,,,0,0,,,0,2454999.144,0.00231,-0.00231,0,,,,,,5043,164,-149,0,0.88,0.09,-0.1,0,297.0148111,47.486417,,,
Kepler-1738,b,272080244,0,7.67463016,,,0,0.0781,,,0,0.252,,,0,0,,,0,2454966.224,0.00265,-0.00265,0,,,,,,6063,190,-232,0,1,0.32,-0.11,0,296.1313474,47.4388098,1302.87,44.92,-42.08
Kepler-1739,b,272279981,0,7.34370995,,,0,0.0697,,,0,0.217,,,0,0,,,0,2454970.301,0.0012,-0.0012,0,,,,,,5757,155,-155,0,0.76,0.17,-0.06,0,296.2320536,47.6788626,783.666,13.854,-13.388
Kepler-174,b,158434144,0,13.98179,0.000024,-0.000024,0,0.1,,,0,0.175,0.01,-0.01,0,0,,,0,2455014.974,0.00095,-0.00095,0,,,,,,4880,126,-126,0,0.62,0.03,-0.03,0,287.4389454,43.8320052,384.757,2.684,-2.684
Kepler-174,c,158434144,0,44.000529,0.000265,-0.000265,0,0.214,,,0,0.133,0.008,-0.008,0,0,,,0,2455043.759,0.00312,-0.00312,0,,,,,,4880,126,-126,0,0.62,0.03,-0.03,0,287.4389454,43.8320052,384.757,2.684,-2.684
Kepler-174,d,158434144,0,247.35373,0.002001,-0.002001,0,0.677,,,0,0.195,0.012,-0.012,0,0,,,0,2455197.159,0.00346,-0.00346,0,,,,,,4880,126,-126,0,0.62,0.03,-0.03,0,287.4389454,43.8320052,384.757,2.684,-2.684
Kepler-1740,b,138479461,0,8.17240047,,,0,0.0779,,,0,0.296,,,0,0,,,0,2455194.202,0.00221,-0.00221,0,,,,,,5705,76,-76,0,0.91,0.12,-0.05,0,293.873663,38.9224548,1061.77,36.685,-36.685
Kepler-1741,b,137689252,0,2.75759006,,,0,0.0296,,,0,0.114,,,0,0,,,0,2454966.049,0.00204,-0.00204,0,,,,,,3683,73,-88,0,0.42,0.05,-0.06,0,292.577073,39.120939,270.739,2.716,-2.716
Kepler-1742,b,158326424,0,49.47819901,,,0,0.2587,,,0,0.194,,,0,0,,,0,2454974.824,0.00309,-0.00309,0,,,,,,5776,138,-155,0,0.85,0.24,-0.08,0,286.9668086,44.9924315,669.573,8.969,-8.739
Kepler-1743,b,290035649,0,7.64971018,,,0,0.0822,,,0,0.143,,,0,0,,,0,2454971.331,0.00477,-0.00477,0,,,,,,5855,105,-117,0,1.61,0.26,-0.35,0,290.5523552,48.1262575,538.807,6.107,-5.975
Kepler-1744,b,159575346,0,37.10110092,,,0,0.2093,,,0,0.336,,,0,0,,,0,2455203.48,0.00202,-0.00202,0,,,,,,5986,179,-215,0,0.85,0.23,-0.09,0,291.0206823,42.4624633,1091.63,29.97,-29.97
Kepler-1745,b,270525576,0,3.01619005,,,0,0.0408,,,0,0.172,,,0,0,,,0,2454966.884,0.00266,-0.00266,0,,,,,,5611,84,-75,0,1.4,0.23,-0.28,0,293.4689924,42.8223582,996.105,25.8745,-25.8745
Kepler-1746,b,158722379,0,321.2120056,,,0,0.9453,,,0,0.797,,,0,0,,,0,2455039.93,0.00095,-0.00095,0,,,,,,6018,120,-120,0,1.29,0.21,-0.21,0,288.3203979,42.2613874,979.541,17.514,-17.514
Kepler-1747,b,164670571,0,6.23031998,,,0,0.066,,,0,0.381,,,0,0,,,0,2455014.296,0.00132,-0.00132,0,,,,,,5477,172,-191,0,0.86,0.17,-0.07,0,284.2096557,45.258082,1321.38,60.95,-55.89
Kepler-1748,b,158112888,0,5.82352018,,,0,0.0615,,,0,0.242,,,0,0,,,0,2455187.996,0.0016,-0.0016,0,,,,,,5774,172,-189,0,0.86,0.25,-0.08,0,285.967897,45.7390789,1083.28,43.62,-40.43
Kepler-1749,b,159389232,0,14.53409958,,,0,0.0956,,,0,0.144,,,0,0,,,0,2454978.426,0.00257,-0.00257,0,,,,,,3957,71,-87,0,0.55,0.03,-0.04,0,290.2945805,45.5645196,268.2,1.4035,-1.4035
Kepler-175,b,159099116,0,11.903515,0.000046,-0.000046,0,0.105,,,0,0.228,0.114,-0.114,0,0,,,0,2455011.341,0.002,-0.002,0,,,,,,6064,200,-200,0,1.01,0.5,-0.5,0,289.553232,43.876116,1312.34,45.29,-42.42
Kepler-175,c,159099116,0,34.035257,0.000279,-0.000279,0,0.213,,,0,0.277,0.139,-0.139,0,0,,,0,2454967.423,0.00426,-0.00426,0,,,,,,6064,200,-200,0,1.01,0.5,-0.5,0,289.553232,43.876116,1312.34,45.29,-42.42
Kepler-1750,b,424864368,0,205.9120026,,,0,0.6785,,,0,0.536,,,0,0,,,0,2455085.741,0.00324,-0.00324,0,,,,,,5644,76,-84,0,0.97,0.14,-0.07,0,292.3514917,48.5110714,1497.33,67.93,-62.37
Kepler-1751,b,48451491,0,7.01731014,,,0,0.0712,,,0,0.163,,,0,0,,,0,2454966.906,0.00577,-0.00577,0,,,,,,6052,163,-199,0,0.97,0.3,-0.12,0,284.8465476,49.6923412,1291.47,39.19,-36.99
Kepler-1752,b,417655835,0,56.35850143,,,0,0.2698,,,0,0.405,,,0,0,,,0,2455055.29,0.0036,-0.0036,0,,,,,,5446,162,-162,0,0.82,0.16,-0.09,0,290.8541401,51.2227435,962.888,29.899,-28.181
Kepler-1753,b,158664331,0,16.00460052,,,0,0.1179,,,0,0.199,,,0,0,,,0,2454973.483,0.00293,-0.00293,0,,,,,,5180,155,-155,0,0.77,0.11,-0.06,0,288.236664,46.6058744,707.688,15.215,-14.599
Kepler-1754,b,27532561,0,8.19594955,,,0,0.0718,,,0,0.218,,,0,0,,,0,2454969.687,0.00427,-0.00427,0,,,,,,4723,167,-167,0,0.75,0.05,-0.07,0,295.4570818,50.0771838,718.945,21.743,-20.523
Kepler-1755,b,239225129,0,24.81209946,,,0,0.1668,,,0,0.528,,,0,0,,,0,2454989.507,0.000615,-0.000615,0,,,,,,6086,182,-200,0,0.92,0.29,-0.1,0,296.846092,40.1385777,982.383,22.937,-21.932
Kepler-1756,b,377910183,0,2.35575008,,,0,0.0319,,,0,0.131,,,0,0,,,0,2455010.89,0.00292,-0.00292,0,,,,,,4915,78,-88,0,0.81,0.03,-0.06,0,294.364904,40.7208898,,,
Kepler-1757,b,273378480,0,19.65640068,,,0,0.1335,,,0,0.263,,,0,0,,,0,2454973.298,0.0025,-0.0025,0,,,,,,5288,159,-143,0,0.74,0.11,-0.06,0,297.7397823,46.9418957,807.308,16.517,-15.878
Kepler-1758,b,169932440,0,9.97721005,,,0,0.0919,,,0,0.229,,,0,0,,,0,2454970.236,0.00549,-0.00549,0,,,,,,5557,83,-72,0,1.62,0.25,-0.41,0,297.7968197,39.9213378,1588.41,75.49,-69.04
Kepler-1759,b,267989857,0,3.7202301,,,0,0.0429,,,0,0.081,,,0,0,,,0,2454966.418,0.00333,-0.00333,0,,,,,,5017,151,-151,0,0.8,0.08,-0.09,0,298.4656275,48.5593334,385.348,3.148,-3.099
Kepler-176,b,271159950,0,5.433074,0.000024,-0.000024,0,0.058,,,0,0.128,0.065,-0.065,0,0,,,0,2454971.37,0.00268,-0.00268,0,,,,,,5232,200,-200,0,0.89,0.46,-0.46,0,294.6679021,43.8532104,527.321,6.058,-5.925
Kepler-176,c,271159950,0,12.759712,0.000033,-0.000033,0,0.102,,,0,0.232,0.119,-0.119,0,0,,,0,2455003.311,0.00146,-0.00146,0,,,,,,5232,200,-200,0,0.89,0.46,-0.46,0,294.6679021,43.8532104,527.321,6.058,-5.925
Kepler-176,d,271159950,0,25.751974,0.000115,-0.000115,0,0.163,,,0,0.224,0.118,-0.118,0,0,,,0,2454969.45,0.00247,-0.00247,0,,,,,,5232,200,-200,0,0.89,0.46,-0.46,0,294.6679021,43.8532104,527.321,6.058,-5.925
Kepler-176,e,271159950,0,51.16579,0.0006432,-0.0006432,0,0.2494,,,0,0.129,0.011,-0.013,0,0,,,0,2455005.308,0.0106,-0.0106,0,,,,,,5295,75.86,-115.45,0,0.83,0.07,-0.05,0,294.6679021,43.8532104,527.321,6.058,-5.925
Kepler-1760,b,48421060,0,38.3260994,,,0,0.2084,,,0,0.204,,,0,0,,,0,2454975.084,0.00519,-0.00519,0,,,,,,5229,78,-78,0,0.9,0.06,-0.09,0,284.1326058,48.8251452,,,
Kepler-1761,b,48421337,0,4.04354,,,0,0.0413,,,0,0.124,,,0,0,,,0,2454964.63,0.00263,-0.00263,0,,,,,,3871,77,-84,0,0.53,0.04,-0.03,0,284.1329728,49.1426325,221.186,1.133,-1.133
Kepler-1762,b,122447896,0,29.53910065,,,0,0.204,,,0,0.246,,,0,0,,,0,2454976.916,0.00497,-0.00497,0,,,,,,6572,160,-251,0,1.24,0.39,-0.14,0,290.4931471,39.7855117,1663.74,87.74,-79.51
Kepler-1763,b,138575125,0,1.48028004,,,0,0.0257,,,0,0.102,,,0,0,,,0,2454967.373,0.00325,-0.00325,0,,,,,,5897,105,-117,0,1.26,0.2,-0.22,0,294.1130368,40.3628861,756.486,9.7675,-9.7675
Kepler-1764,b,138431522,0,70.46829987,,,0,0.3512,,,0,0.406,,,0,0,,,0,2455022.161,0.00308,-0.00308,0,,,,,,6461,158,-225,0,1.13,0.36,-0.12,0,293.8799047,41.3938374,1542.48,61.7,-61.7
Kepler-1765,b,273773509,0,10.41889954,,,0,0.0917,,,0,0.223,,,0,0,,,0,2454970.748,0.00167,-0.00167,0,,,,,,5692,173,-173,0,1.06,0.31,-0.19,0,298.0144601,42.9574314,764.456,13.423,-12.975
Kepler-1766,b,270958237,0,105.0149994,,,0,0.4229,,,0,0.203,,,0,0,,,0,2455061.945,0.0037,-0.0037,0,,,,,,5868,105,-117,0,1.04,0.14,-0.13,0,294.2772343,46.6752351,501.229,4.946,-4.852
Kepler-1767,b,270619473,0,59.65829849,,,0,0.2873,,,0,0.269,,,0,0,,,0,2455001.088,0.00603,-0.00603,0,,,,,,5243,84,-73,0,0.83,0.07,-0.04,0,293.6441248,46.9896696,820.506,19.941,-19.941
Kepler-1768,b,239236731,0,15.13589954,,,0,0.1286,,,0,0.199,,,0,0,,,0,2454979.583,0.00287,-0.00287,0,,,,,,6050,190,-232,0,1.57,0.46,-0.46,0,299.9572335,44.7718851,632.766,5.956,-5.849
Kepler-1769,b,271261159,0,89.1934967,,,0,0.3987,,,0,0.398,,,0,0,,,0,2455050.823,0.00104,-0.00104,0,,,,,,6071,134,-134,0,1.3,0.23,-0.21,0,294.7433755,43.4611633,438.412,4.5,-4.412
Kepler-177,b,158172348,0,36.8601,0.0015,-0.0014,0,0.2184,,,0,0.312,0.017,-0.013,0,0,,,0,2454971.907,0.00364,-0.00364,0,,,,,,5732,60,-60,0,1.32,0.05,-0.05,0,286.0471442,45.0532038,1435.44,42.1,-39.81
Kepler-177,c,158172348,0,49.40926,0.00078,-0.00077,0,0.2655,,,0,0.779,0.032,-0.03,0,0,,,0,2455031.239,0.000888,-0.000888,0,,,,,,5732,60,-60,0,1.32,0.05,-0.05,0,286.0471442,45.0532038,1435.44,42.1,-39.81
Kepler-1770,b,268603980,0,16.84189987,,,0,0.1261,,,0,0.253,,,0,0,,,0,2454970.992,0.00181,-0.00181,0,,,,,,5602,166,-150,0,1.01,0.27,-0.15,0,299.2502851,43.4103663,582.942,5.861,-5.748
Kepler-1771,b,26583944,0,88.64399719,,,0,0.3815,,,0,0.362,,,0,0,,,0,2454978.472,0.00288,-0.00288,0,,,,,,5661,101,-112,0,0.93,0.12,-0.07,0,292.0134714,49.0191267,565.752,,
Kepler-1772,b,122062591,0,3.21509004,,,0,0.0418,,,0,0.24,,,0,0,,,0,2454966.777,0.00193,-0.00193,0,,,,,,5541,100,-111,0,0.93,0.12,-0.07,0,289.4381201,39.2703594,871.564,12.502,-12.16
Kepler-1773,b,120763491,0,40.80970001,,,0,0.2489,,,0,0.313,,,0,0,,,0,2454975.692,0.00193,-0.00193,0,,,,,,6183,110,-134,0,1.3,0.22,-0.13,0,286.2232284,38.2581676,681.255,9.84,-9.568
Kepler-1774,b,121660779,0,59.77080154,,,0,0.3096,,,0,0.284,,,0,0,,,0,2454981.97,0.00287,-0.00287,0,,,,,,6214,173,-217,0,1.12,0.38,-0.15,0,288.5743991,40.9886069,816.592,11.812,-11.812
Kepler-1775,b,120892579,0,85.65399933,,,0,0.3986,,,0,0.325,,,0,0,,,0,2454988.127,0.00319,-0.00319,0,,,,,,5818,69,-86,0,1.65,0.25,-0.38,0,286.4023452,38.7385674,657.023,6.088,-5.978
Kepler-1776,b,159728250,0,35.01190186,,,0,0.2124,,,0,0.233,,,0,0,,,0,2454983.37,0.00198,-0.00198,0,,,,,,5872,70,-79,0,1.15,0.18,-0.14,0,291.5344017,47.0424958,690.336,6.7705,-6.7705
Kepler-1777,b,122374509,0,12.18420029,,,0,0.1031,,,0,0.19,,,0,0,,,0,2454972.059,0.0021,-0.0021,0,,,,,,5771,104,-115,0,1.07,0.16,-0.12,0,290.3286455,37.7231188,619.146,6.1395,-6.1395
Kepler-1778,b,158433884,0,10.08740044,,,0,0.0956,,,0,0.269,,,0,0,,,0,2454968.136,0.00218,-0.00218,0,,,,,,6310,168,-205,0,1.09,0.31,-0.13,0,287.3612976,43.7388,1276.29,49.77,-46.23
Kepler-1779,b,239309962,0,16.34359932,,,0,0.1264,,,0,0.271,,,0,0,,,0,2454978.04,0.00294,-0.00294,0,,,,,,5730,77,-86,0,1.06,0.16,-0.09,0,300.4174607,45.6054854,908.501,25.537,-24.201
Kepler-178,b,158394235,0,9.576694,0.000021,-0.000021,0,0.085,,,0,0.259,0.112,-0.112,0,0,,,0,2455009.681,0.00124,-0.00124,0,,,,,,5676,200,-200,0,1.07,0.45,-0.45,0,287.1010275,46.8964033,716.025,10.369,-10.082
Kepler-178,c,158394235,0,20.552802,0.000066,-0.000066,0,0.142,,,0,0.257,0.11,-0.11,0,0,,,0,2454978.026,0.00201,-0.00201,0,,,,,,5676,200,-200,0,1.07,0.45,-0.45,0,287.1010275,46.8964033,716.025,10.369,-10.082
Kepler-178,d,158394235,0,96.678988,0.000702,-0.000702,0,0.397,,,0,0.352,0.152,-0.152,0,0,,,0,2454973.178,0.00387,-0.00387,0,,,,,,5676,200,-200,0,1.07,0.45,-0.45,0,287.1010275,46.8964033,716.025,10.369,-10.082
Kepler-1780,b,270862497,0,109.4449997,,,0,0.4276,,,0,0.322,,,0,0,,,0,2455030.984,0.00264,-0.00264,0,,,,,,5403,107,-107,0,0.87,0.08,-0.06,0,294.0839282,42.8095104,790.516,14.6085,-14.6085
Kepler-1781,b,63005080,0,4.88752985,,,0,0.0574,,,0,0.212,,,0,0,,,0,2454965.707,0.00188,-0.00188,0,,,,,,5568,166,-183,0,0.96,0.24,-0.08,0,291.7114906,42.3415097,962.63,34.958,-32.63
Kepler-1782,b,123202646,0,5.75622988,,,0,0.0582,,,0,0.199,,,0,0,,,0,2454966.904,0.000792,-0.000792,0,,,,,,4931,98,-98,0,0.73,0.05,-0.03,0,280.926162,44.0878036,305.792,1.39,-1.377
Kepler-1783,b,168811794,0,8.27744007,,,0,0.077,,,0,0.118,,,0,0,,,0,2454971.255,0.00245,-0.00245,0,,,,,,5129,153,-138,0,1.78,0.91,-1.11,0,297.0210984,41.3771655,264.078,1.232,-1.22
Kepler-1784,b,273690421,0,13.59049988,,,0,0.1072,,,0,0.25,,,0,0,,,0,2454966.069,0.0032,-0.0032,0,,,,,,5442,164,-164,0,0.97,0.25,-0.13,0,297.9541684,44.6674491,883.045,21.309,-20.344
Kepler-1785,b,271877992,0,19.58550072,,,0,0.1379,,,0,0.241,,,0,0,,,0,2454965.366,0.001698,-0.001698,0,,,,,,5618,112,-101,0,1,0.13,-0.11,0,295.7921797,47.6000699,745.74,10.685,-10.393
Kepler-1786,b,137687477,0,78.5460968,,,0,0.3659,,,0,0.282,,,0,0,,,0,2454977.07,0.0037,-0.0037,0,,,,,,5808,78,-78,0,1.4,0.23,-0.25,0,292.5877743,38.5219827,863.909,13.303,-13.303
Kepler-1787,b,158983401,0,39.31370163,,,0,0.227,,,0,0.207,,,0,0,,,0,2454987.939,0.00313,-0.00313,0,,,,,,6060,163,-181,0,0.93,0.26,-0.09,0,289.0643042,47.1174041,778.602,13.017,-12.604
Kepler-1788,b,159646433,0,2.80012012,,,0,0.0343,,,0,0.212,,,0,0,,,0,2454965.047,0.000966,-0.000966,0,,,,,,4786,130,-144,0,0.7,0.05,-0.07,0,291.2243829,45.7780993,560.445,8.159,-7.933
Kepler-1789,b,377730967,0,80.23190308,,,0,0.3543,,,0,0.253,,,0,0,,,0,2454995.39,0.004,-0.004,0,,,,,,5436,81,-81,0,0.89,0.1,-0.05,0,282.8631419,41.7966332,611.461,7.918,-7.722
Kepler-179,b,268057162,0,2.735926,0.000008,-0.000008,0,0.036,,,0,0.146,0.061,-0.061,0,0,,,0,2455004.094,0.00156,-0.00156,0,,,,,,5302,200,-200,0,0.76,0.31,-0.31,0,298.6636163,47.7619329,605.68,6.565,-6.565
Kepler-179,c,268057162,0,6.40013,0.000017,-0.000017,0,0.064,,,0,0.178,0.072,-0.072,0,0,,,0,2455007.023,0.00136,-0.00136,0,,,,,,5302,200,-200,0,0.76,0.31,-0.31,0,298.6636163,47.7619329,605.68,6.565,-6.565
Kepler-1790,b,271164778,0,31.58889961,,,0,0.197,,,0,0.281,,,0,0,,,0,2454988.616,0.00301,-0.00301,0,,,,,,5866,105,-117,0,1.37,0.21,-0.26,0,294.5668577,46.0757312,1070.17,21.84,-20.99
Kepler-1791,b,164728985,0,7.72086,,,0,0.0761,,,0,0.278,,,0,0,,,0,2454969.564,0.00176,-0.00176,0,,,,,,5887,105,-129,0,1.18,0.19,-0.19,0,284.4903166,42.6482636,602.218,,
Kepler-1792,b,138805992,0,4.1957798,,,0,0.0488,,,0,0.225,,,0,0,,,0,2454968.175,0.00171,-0.00171,0,,,,,,5229,183,-183,0,1.01,0.33,-0.18,0,294.8400788,39.0859757,601.029,9.824,-9.519
Kepler-1793,b,351070059,0,8.77999973,,,0,0.0787,,,0,0.338,,,0,0,,,0,2454971.484,0.00315,-0.00315,0,,,,,,5191,155,-155,0,0.76,0.11,-0.06,0,291.9129477,40.9539265,1189.88,53.57,-53.57
Kepler-1794,b,240219049,0,9.76298046,,,0,0.0821,,,0,0.16,,,0,0,,,0,2454972.157,0.00355,-0.00355,0,,,,,,5052,151,-151,0,0.82,0.08,-0.1,0,300.6196594,45.7888068,561.229,10.563,-10.187
Kepler-1795,b,120893436,0,13.36019993,,,0,0.1002,,,0,0.148,,,0,0,,,0,2454964.813,0.00329,-0.00329,0,,,,,,4500,123,-137,0,0.69,0.05,-0.04,0,286.4792568,39.2698793,,,
Kepler-1796,b,185336831,0,29.4557991,,,0,0.1879,,,0,0.245,,,0,0,,,0,2454987.171,0.00291,-0.00291,0,,,,,,6036,162,-198,0,0.95,0.29,-0.1,0,301.5430397,44.6056251,825.883,15.474,-14.924
Kepler-1797,b,63288848,0,23.3593998,,,0,0.1637,,,0,0.273,,,0,0,,,0,2454977.018,0.00451,-0.00451,0,,,,,,6244,169,-225,0,1.01,0.34,-0.11,0,292.4642406,45.9682799,1338.49,41.195,-41.195
Kepler-1798,b,137315414,0,16.85589981,,,0,0.1082,,,0,0.206,,,0,0,,,0,2454971.268,0.00351,-0.00351,0,,,,,,3967,79,-79,0,0.59,0.03,-0.04,0,291.7262251,37.528968,395.196,6.0225,-6.0225
Kepler-1799,b,298961646,0,11.9296999,,,0,0.1028,,,0,0.368,,,0,0,,,0,2454969.669,0.00464,-0.00464,0,,,,,,5831,157,-192,0,0.92,0.26,-0.09,0,288.3086994,51.4783348,2254.69,160.37,-140.85
Kepler-18,b,273690178,0,3.504725,0.000028,-0.000028,0,0.0447,0.0006,-0.0006,0,0.178,0.009,-0.009,0,0,,,0,2454966.507,0.0021,-0.0021,0,,,,,,5345,100,-100,0,1.11,0.05,-0.05,0,298.0794448,44.746248,433.047,3.204,-3.158
Kepler-18,c,273690178,0,7.64159,0.00003,-0.00003,0,0.0752,0.0011,-0.0011,0,0.49,0.023,-0.023,0,0,,,0,2455167.088,0.0023,-0.0023,0,,,,,,5345,100,-100,0,1.11,0.05,-0.05,0,298.0794448,44.746248,433.047,3.204,-3.158
Kepler-18,d,273690178,0,14.85888,0.00004,-0.00004,0,0.1172,0.0017,-0.0017,0,0.623,0.029,-0.029,0,0,,,0,2455169.178,0.0013,-0.0013,0,,,,,,5345,100,-100,0,1.11,0.05,-0.05,0,298.0794448,44.746248,433.047,3.204,-3.158
Kepler-180,b,27532033,0,13.817124,0.000155,-0.000155,0,0.109,,,0,0.134,0.06,-0.06,0,0,,,0,2454968.04,0.00709,-0.00709,0,,,,,,5731,200,-200,0,1.06,0.47,-0.47,0,295.5712566,49.774514,695.65,8.646,-8.44
Kepler-180,c,27532033,0,41.885775,0.000228,-0.000228,0,0.229,,,0,0.269,0.12,-0.12,0,0,,,0,2455011.687,0.00288,-0.00288,0,,,,,,5731,200,-200,0,1.06,0.47,-0.47,0,295.5712566,49.774514,695.65,8.646,-8.44
Kepler-1800,b,169814632,0,4.56202984,,,0,0.0592,,,0,0.089,,,0,0,,,0,2454965.643,0.00308,-0.00308,0,,,,,,5343,85,-74,0,2.51,0.47,-0.87,0,297.6513317,40.3524154,350.455,2.105,-2.081
Kepler-1801,b,139034625,0,10.44089985,,,0,0.0915,,,0,0.242,,,0,0,,,0,2454970.969,0.00234,-0.00234,0,,,,,,5738,156,-173,0,0.98,0.28,-0.14,0,295.1640095,39.2014024,839.332,15.956,-15.38
Kepler-1801,c,139034625,0,116.583183,0.002231,-0.002231,0,0.4572,,,0,0.362,,,0,0,,,0,2455079.628,0.0144,-0.0144,0,,,,,,5738,156,-173,0,0.98,0.28,-0.14,0,295.1640095,39.2014024,839.332,15.956,-15.38
Kepler-1802,b,239291510,0,15.45020008,,,0,0.0662,,,0,0.149,,,0,0,,,0,2455009.802,0.00501,-0.00501,0,,,,,,4245,85,-85,0,0.64,0.03,-0.03,0,300.2420869,44.1412854,636.694,49.122,-42.646
Kepler-1802,c,239291510,0,33.13610077,,,0,0.1748,,,0,0.207,,,0,0,,,0,2455002.504,0.00563,-0.00563,0,,,,,,4245,85,-85,0,0.64,0.03,-0.03,0,300.2420869,44.1412854,636.694,49.122,-42.646
Kepler-1804,b,185185751,0,12.28849983,,,0,0.1017,,,0,0.142,,,0,0,,,0,2454974.618,0.00414,-0.00414,0,,,,,,5109,169,-138,0,1.67,0.78,-0.95,0,301.3428675,44.672175,434.456,5.71,-5.567
